author,datePublished,summary,title
,"April 10, 2019 /  6:50 PM / 2 months ago","(Reuters) - Chief executive officers of some of America’s largest banks, including JPMorgan Chase & Co, Bank of America Corp and Citigroup Inc, on Wednesday testified before Congress, where they were grilled on a wide range topics. ",Factbox: Big bank CEOs face the heat over pay disparity at Capitol Hill
"Yilei Sun,Brenda Goh","April 18, 2019 /  8:56 AM / 2 months ago","SHANGHAI (Reuters) - Chinese electric vehicle (EV) maker Byton, which is facing a management shake-up and questions about funding an expansion, said it has received over 50,000 orders globally for its new SUV model and plans to start production at the end of this year. ",China EV maker Byton says business as usual despite management upheaval
,"April 18, 2019 /  10:06 AM / 2 months ago","PARIS (Reuters) - Samsung Electronics could become one of Orange’s providers for a possible 5G telecoms frequency in France, said Orange’s head Stephane Richard on Thursday. ",Samsung could become one of Orange's providers for French 5G license
"Pei Li,Sam Nussey","April 18, 2019 /  9:31 AM / 2 months ago","BEIJING/TOKYO (Reuters) - China’s Tencent has won a key approval to start selling the Nintendo Switch in the country, paving the way for the console to enter the world’s largest video games market two years after it was first released worldwide.  ",Tencent wins key approval to sell Nintendo's Switch in China
Dominique Vidalon,"April 18, 2019 /  7:51 AM / 2 months ago","PARIS (Reuters) - Four decades after R2-D2 delivered a vital message from Princess Leia in the hit movie “Star Wars”, a French supermarket group plans to use robots inspired by the drum-shaped droid to transport food to customers in Paris.  ",May the shopping be with you: French supermarket tests robot delivery
,"April 18, 2019 /  2:30 AM / 2 months ago","(Reuters) - Facebook Inc said on Wednesday it may have “unintentionally uploaded” email contacts of 1.5 million new users since May 2016, in what seems to be the latest privacy-related issue faced by the social media company. ",Facebook says it uploaded email contacts of up to 1.5 million users
"Yimou Lee,Roger Tung","April 18, 2019 /  7:01 AM / 2 months ago","TAIPEI (Reuters) - Taiwan’s TSMC struck an upbeat note about the outlook for the depressed global chip market, betting that a rollout of faster 5G mobile network would buoy demand, even as it posted its steepest quarterly profit drop in more than seven years. ",TSMC upbeat on chip outlook after Apple-Qualcomm settlement; first quarter disappoints
Stephen Nellis,"April 18, 2019 /  12:05 PM / 2 months ago","(Reuters) - Apple Inc is notorious for keeping what happens in its laboratories a closely guarded secret. But the iPhone maker plans to share openly everything that happens in its newest lab in Austin, Texas.  ",New Apple lab uses robots to rip apart devices for recycling materials
,"April 18, 2019 /  3:06 PM / 2 months ago","SINGAPORE (Reuters) - Visual China Group Co Ltd, the largest Chinese stock images provider, said on Thursday that a subsidiary has been fined by internet authorities, days after it falsely claimed copyright of prominent images. ",Visual China fined over false photo copyright claims
Gabriela Mello,"April 18, 2019 /  2:51 PM / 2 months ago","SAO PAULO (Reuters) - China’s Huawei Technologies Co Ltd is making a second attempt at cracking the Brazilian smartphone market, the fourth-largest in the world, with the launch of two high-end handsets this month, after its cheaper offerings failed to catch on earlier in the decade. ",China's Huawei makes second attempt at Brazil smartphone market
,"April 18, 2019 /  1:56 PM / 2 months ago","(Reuters) - Uber Technologies Inc said it was rolling out new safety features to help riders avoid fake rideshare drivers, two weeks after the murder of a college student who got into her killer’s car mistakenly believing it was her ride.     ",Uber unveils safety measures after college student's murder
,"April 18, 2019 /  2:36 PM / 2 months ago","(Reuters) - T. Rowe Price, once the second-largest investor in Tesla Inc after Chief Executive Officer Elon Musk, has shed most of its stake in the electric carmaker in a series of transactions over the last two quarters. ",Factbox: T. Rowe Price sheds most of its Tesla stake
Douglas Busvine,"April 18, 2019 /  4:30 PM / 2 months ago","FRANKFURT (Reuters) - The European Commission’s push to implement a Wi-Fi standard for connected cars has won the support of lawmakers in a victory for Germany’s Volkswagen, although competitor BMW and other backers of a rival technology still hope to overturn the decision. ",Explainer: Betting on the past? Europe decides on connected car standards
Foo Yun Chee,"April 18, 2019 /  11:04 AM / 2 months ago","BRUSSELS (Reuters) - Users of Android devices in Europe will be able to choose rival browsers and search engines from five options starting on Thursday, a senior Google executive said, as the company tries to quell EU antitrust concerns and stave off fresh penalties. ","Google lets Android users in Europe choose rival browsers, search engines"
"Angela Moon,Ju-min Park","April 17, 2019 /  9:45 PM / 2 months ago","NEW YORK/SEOUL (Reuters) - Samsung Electronics Co Ltd said it has received “a few” reports of damage to the displays of samples of its upcoming foldable smartphone, raising the prospect of a less-then-smooth entry for the splashy $1,980 handset. ","Samsung gets reports of Galaxy Fold screen problems, raising specter of Note 7 fiasco"
,"April 18, 2019 /  3:34 PM / 2 months ago","NEW YORK (Reuters) - Video conferencing company Zoom Video Communications opened at $65 per share on Thursday, 80.6 percent above its initial public offering price, in its debut on the Nasdaq.  ","Zoom starts trading at $65 per share, 80 percent above IPO price"
Aparajita Saxena,"April 18, 2019 /  3:39 PM / 2 months ago","(Reuters) - Shares of Pinterest Inc surged almost 30 percent in their stock market debut on Thursday, valuing the online scrapbook company at around $16 billion and signaling investor appetite for new tech listings. ","Pinterest, Zoom shares surge in market debuts after IPOs"
,"April 18, 2019 /  9:08 PM / 2 months ago",(Reuters) - Satellite operator Intelsat S.A. said on Thursday one of its satellites made by Boeing Co has failed due to an anomaly related to its propulsion system. ,Intelsat says satellite made by Boeing fails
David Shepardson,"April 18, 2019 /  6:59 PM / in 2 months","NEW YORK (Reuters) - Demand for electric vehicles remains low in the U.S. market, but industry executives at the New York auto show this week said they are pushing ahead with billions of dollars in investments even while preaching patience. ",Automakers invest heavily in electric vehicles despite still-low demand
Heather Somerville,"April 19, 2019 /  12:35 AM / 2 months ago","SAN FRANCISCO (Reuters) - Uber’s autonomous vehicle unit has raised $1 billion from a consortium of investors including SoftBank Group Corp, giving the company a much-needed funding boost for its pricey self-driving ambitions on the eve of its public stock offering. ",Uber's self-driving unit valued at $7.25 billion in new investment
Sam Nussey,"April 19, 2019 /  1:02 AM / 2 months ago","TOKYO (Reuters) - Nintendo Co Ltd shares jumped 17 percent in morning Tokyo trade on Friday, a day after China’s Tencent Holdings Ltd won a key approval to begin selling Nintendo’s Switch console in the world’s largest video games market. ",Nintendo shares jump 17 percent after Tencent wins key China Switch sales approval
,"April 11, 2019 /  1:57 PM / 2 months ago","OSLO (Reuters) - Norway’s OSM Aviation, a recruitment and training firm partly-owned by low-cost carrier Norwegian Air, has ordered 60 all-electric training planes from Colorado-based aircraft manufacturer Bye Aerospace to cut flight costs. ",Norway's OSM Aviation orders 60 electric planes to cut training costs
,"April 3, 2019 /  2:34 PM / 2 months ago","WASHINGTON (Reuters) - White House economic adviser Larry Kudlow on Wednesday said the United States has plans to rapidly revitalize the Venezuelan economy, including financial and food planning as well as getting cash to people in the country. ","Kudlow says working on rescue, restructuring plan for Venezuela"
Keith Coffman,"April 3, 2019 /  10:09 PM / 2 months ago","DENVER (Reuters) - Colorado lawmakers approved a bill on Wednesday overhauling regulations governing the state’s robust oil and gas industry to prioritize public health and safety, over opposition by Republicans and industry groups. ",Colorado lawmakers pass law overhauling oil and gas drilling regulations
Mark Hosenball,"April 2, 2019 /  7:02 PM / 2 months ago",WASHINGTON (Reuters) - A Democratic-led congressional committee voted on Tuesday to subpoena a former White House security clearance chief over whistleblower allegations that the Trump administration inappropriately reversed career officials’ decisions to deny security clearances to some of the president’s advisers. ,Democrat-led House panel subpoenas ex-White House security chief in security clearance probe
,"April 3, 2019 /  2:32 PM / 2 months ago",WASHINGTON (Reuters) - White House economic adviser Larry Kudlow on Wednesday said both trade and security were essential as the Trump administration considers how it might make good on U.S. President Donald Trump’s threat to shutter the U.S. border with Mexico. ,"White House's Kudlow: Any border closing must balance trade, security"
Bob Chiarito,"April 1, 2019 /  10:13 PM / 2 months ago",CHICAGO (Reuters) - Protesting Chicago police officers on Monday called for Cook County State’s Attorney Kim Foxx to resign after her office dropped felony charges against actor Jussie Smollett last week related to allegations that he staged a phony hate crime. ,Chicago police call for state's attorney to resign in Smollett controversy
Ginger Gibson,"April 1, 2019 /  12:51 PM / 2 months ago",WASHINGTON (Reuters) - Candidates vying for the Democratic nomination to be U.S. president began on Monday to disclose how much cash they were able to raise in the first quarter of the year - an early test of their ability to organize and build support.  ,"Democratic hopeful Harris raises $12 million, Buttigieg pulls in $7 million"
